time	temp
32.45	21
32.471	21
32.492	21
32.514	21
32.534	21
32.555	21
32.576	21
32.597	21
32.617	21
32.644	21
32.665	21
32.685	21
32.706	21
32.727	21
32.749	21
32.771	21
32.792	21
32.813	21
32.839	21
32.86	21
32.882	21
32.903	21
32.925	21
32.945	21
32.967	21
32.987	21
33.009	21
33.035	21
33.056	21
33.077	21
33.097	21
33.119	21
33.139	21
33.159	21
33.18	21
33.2	21
33.227	21
33.247	21
33.268	21
33.29	21
33.311	21
33.331	21
33.352	21
33.373	21
33.394	21
33.42	21
33.44	21
33.461	21
33.482	21
33.503	21
33.525	21
33.546	21
33.566	21
33.592	21
33.612	21
33.639	21
33.66	21
33.681	21
33.702	21
33.723	21
33.744	21
33.765	21
33.785	21
33.806	21
33.833	21
33.854	21
33.875	21
33.896	21
33.916	21
33.936	21
33.958	21
33.98	21
34.002	21
34.029	21
34.05	21
34.07	21
34.091	21
34.112	21
34.132	21
34.153	21
34.173	21
34.194	21
34.22	21
34.241	21
34.262	21
34.283	21
34.303	21
34.324	21
34.346	21
34.366	21
34.386	21
34.413	21
34.434	21
34.455	21
34.475	21
34.496	21
34.517	21
34.537	21
34.558	21
34.579	21
34.599	21
34.627	21
34.647	21
34.668	21
34.69	21
34.715	21
34.735	21
34.756	21
34.776	21
34.797	21
34.824	21
34.845	21
34.865	21
34.886	21
34.908	21
34.928	21
34.949	21
34.97	21
34.991	21
35.017	21
35.037	21
35.058	21
35.079	21
35.1	21
35.121	21
35.142	21
35.162	21
35.183	21
35.21	21
35.23	21
35.251	21
35.273	21
35.294	21
35.314	21
35.335	21
35.356	21
35.377	21
35.403	21
35.424	21
35.444	21
35.466	21
35.486	21
35.508	21
35.529	21
35.55	21
35.572	21
35.599	21
35.62	21
35.641	21
35.661	21
35.687	21
35.708	21
35.729	21
35.749	21
35.77	21
35.792	21
35.819	21
35.841	21
35.861	21
35.882	21
35.904	21
35.924	21
35.945	21
35.966	21
35.987	21
36.013	21
36.034	21
36.056	21
36.077	21
36.097	21
36.118	21
36.14	21
36.16	21
36.181	21
36.209	21
36.23	21
36.251	21
36.272	21
36.294	21
36.315	21
36.336	21
36.357	21
36.377	21
36.403	21
36.424	21
36.445	21
36.465	21
36.486	21
36.507	21
36.528	21
36.548	21
36.569	21
36.596	21
36.617	21
36.637	21
36.659	21
36.68	21
36.704	21
36.724	21
36.745	21
36.766	21
36.786	21
36.814	21
36.834	21
36.855	21
36.876	21
36.897	21
36.919	21
36.939	21
36.96	21
36.981	21
37.009	21
37.03	21
37.05	21
37.071	21
37.092	21
37.113	21
37.133	21
37.153	21
37.174	21
37.201	21
37.221	21
37.242	21
37.263	21
37.283	21
37.304	21
37.324	21
37.344	21
37.364	21
37.39	21
37.411	21
37.432	21
37.453	21
37.474	21
37.496	21
37.517	21
37.538	21
37.56	21
37.591	21
37.612	21
37.633	21
37.654	21
37.679	21
